"Id","ComputationTime","CommunicationTime","fitnesses"
"worker1","[112.0, 41.0, 28.0, 43.0, 25.0, 26.0, 36.0, 33.0, 37.0, 27.0, 35.0, 34.0, 37.0, 35.0, 35.0, 27.0, 25.0, 18.0, 24.0, 23.0, 23.0, 19.0, 25.0, 24.0, 32.0, 39.0, 32.0, 35.0, 31.0, 25.0, 29.0, 24.0, 20.0, 23.0, 21.0, 17.0, 22.0, 21.0, 22.0, 27.0, 17.0, 17.0, 20.0, 19.0, 19.0, 22.0, 17.0, 21.0, 25.0, 18.0, 18.0, 18.0, 18.0, 18.0, 17.0, 19.0, 28.0, 19.0, 19.0, 18.0, 20.0, 19.0, 18.0, 22.0, 18.0, 17.0, 18.0, 20.0, 18.0, 17.0, 18.0, 18.0, 17.0, 19.0, 18.0, 18.0, 19.0, 18.0, 15.0, 18.0, 18.0, 25.0, 19.0, 19.0, 23.0, 18.0, 17.0, 18.0, 19.0, 17.0, 16.0, 17.0, 21.0, 16.0, 17.0, 19.0, 18.0, 26.0, 17.0, 18.0, 26.0, 23.0, 19.0, 26.0, 19.0, 20.0, 18.0, 18.0, 25.0, 17.0, 24.0, 24.0, 18.0, 16.0, 25.0, 17.0, 18.0, 19.0, 19.0, 17.0, 24.0, 23.0, 19.0, 22.0, 30.0, 18.0, 18.0, 21.0, 17.0, 19.0, 19.0, 21.0, 23.0, 20.0, 17.0, 17.0, 20.0, 18.0, 20.0, 20.0, 18.0, 19.0, 19.0, 23.0, 21.0, 17.0, 17.0, 18.0, 18.0, 18.0, 17.0, 17.0, 18.0, 18.0, 19.0, 19.0, 19.0, 17.0, 19.0, 18.0, 18.0, 18.0, 24.0, 21.0, 18.0, 18.0, 18.0, 19.0, 18.0, 22.0, 19.0, 19.0, 17.0, 18.0, 18.0, 19.0, 19.0, 19.0, 20.0, 18.0, 19.0, 24.0, 18.0, 19.0, 19.0, 17.0, 19.0, 17.0, 20.0, 18.0, 20.0, 19.0, 19.0, 21.0, 20.0, 24.0, 19.0, 18.0, 19.0]","[175.0, 51.0, 34.0, 42.0, 42.0, 65.0, 42.0, 41.0, 40.0, 43.0, 46.0, 36.0, 35.0, 34.0, 32.0, 37.0, 41.0, 44.0, 27.0, 32.0, 22.0, 31.0, 26.0, 34.0, 31.0, 31.0, 32.0, 29.0, 55.0, 30.0, 40.0, 27.0, 25.0, 34.0, 30.0, 18.0, 24.0, 23.0, 28.0, 25.0, 17.0, 20.0, 25.0, 23.0, 22.0, 21.0, 28.0, 27.0, 29.0, 19.0, 32.0, 18.0, 17.0, 23.0, 16.0, 22.0, 17.0, 23.0, 19.0, 20.0, 25.0, 19.0, 23.0, 23.0, 26.0, 25.0, 35.0, 26.0, 24.0, 24.0, 18.0, 17.0, 26.0, 23.0, 19.0, 23.0, 17.0, 21.0, 22.0, 20.0, 26.0, 19.0, 20.0, 23.0, 22.0, 19.0, 20.0, 22.0, 22.0, 15.0, 26.0, 29.0, 21.0, 21.0, 32.0, 20.0, 26.0, 19.0, 19.0, 25.0, 23.0, 34.0, 37.0, 22.0, 25.0, 16.0, 18.0, 23.0, 16.0, 24.0, 23.0, 16.0, 26.0, 31.0, 29.0, 28.0, 19.0, 21.0, 38.0, 33.0, 35.0, 51.0, 24.0, 21.0, 23.0, 23.0, 21.0, 28.0, 20.0, 21.0, 20.0, 22.0, 30.0, 22.0, 21.0, 20.0, 22.0, 21.0, 23.0, 26.0, 24.0, 24.0, 24.0, 19.0, 17.0, 22.0, 18.0, 28.0, 31.0, 24.0, 21.0, 35.0, 18.0, 21.0, 17.0, 17.0, 16.0, 23.0, 21.0, 21.0, 27.0, 31.0, 31.0, 18.0, 19.0, 18.0, 21.0, 26.0, 30.0, 28.0, 30.0, 23.0, 22.0, 30.0, 23.0, 22.0, 23.0, 28.0, 23.0, 35.0, 32.0, 21.0, 34.0, 29.0, 17.0, 31.0, 28.0, 27.0, 27.0, 27.0, 29.0, 24.0, 33.0, 33.0, 35.0, 25.0, 26.0, 28.0, 27.0]","[126760.0, 136010.0, 142294.0, 142941.0, 145065.0, 146731.0, 147351.0, 147607.0, 147679.0, 147813.0, 147879.0, 147991.0, 148083.0, 148249.0, 148345.0, 148419.0, 148481.0, 148597.0, 148661.0, 148753.0, 148805.0, 148879.0, 149031.0, 149091.0, 149249.0, 149315.0, 149443.0, 149505.0, 149601.0, 149741.0, 149827.0, 149905.0, 149997.0, 150091.0, 150177.0, 150265.0, 150355.0, 150501.0, 150565.0, 150747.0, 150811.0, 150959.0, 151023.0, 151135.0, 151211.0, 151325.0, 151397.0, 151507.0, 151603.0, 151729.0, 151819.0, 151955.0, 152029.0, 152123.0, 152291.0, 152375.0, 152587.0, 152655.0, 152803.0, 152849.0, 152939.0, 153039.0, 153129.0, 153239.0, 153325.0, 153423.0, 153489.0, 153587.0, 153683.0, 153753.0, 153841.0, 153913.0, 154033.0, 154109.0, 154203.0, 154275.0, 154391.0, 154485.0, 154561.0, 154645.0, 154737.0, 154825.0, 154885.0, 155231.0, 155273.0, 155551.0, 155607.0, 155785.0, 155845.0, 155991.0, 156049.0, 156213.0, 156303.0, 156433.0, 156501.0, 156647.0, 156697.0, 156797.0, 156893.0, 156977.0, 157073.0, 157169.0, 157279.0, 157357.0, 157433.0, 157547.0, 157669.0, 157723.0, 157875.0, 157935.0, 158115.0, 158183.0, 158329.0, 158395.0, 158471.0, 158559.0, 158685.0, 158759.0, 158881.0, 158957.0, 159133.0, 159221.0, 159311.0, 159407.0, 159537.0, 159625.0, 159747.0, 159831.0, 159951.0, 160031.0, 160117.0, 160267.0, 160335.0, 160473.0, 160559.0, 160677.0, 160751.0, 160887.0, 160975.0, 161117.0, 161181.0, 161295.0, 161373.0, 161455.0, 161591.0, 161657.0, 161809.0, 161871.0, 161981.0, 162053.0, 162199.0, 162301.0, 162395.0, 162503.0, 162585.0, 162657.0, 162791.0, 162909.0, 162999.0, 163101.0, 163191.0, 163319.0, 163395.0, 163509.0, 163607.0, 163737.0, 163833.0, 163941.0, 164053.0, 164139.0, 164223.0, 164333.0, 164437.0, 164509.0, 164587.0, 164675.0, 164769.0, 164835.0, 164949.0, 165007.0, 165127.0, 165213.0, 165297.0, 165381.0, 165501.0, 165569.0, 165671.0, 165755.0, 165883.0, 165957.0, 166055.0, 166127.0, 166259.0, 166337.0, 166501.0, 166589.0, 166699.0, 166799.0, 166945.0]"
"worker2","[102.0, 29.0, 24.0, 27.0, 28.0, 26.0, 36.0, 26.0, 26.0, 37.0, 28.0, 25.0, 24.0, 25.0, 35.0, 23.0, 26.0, 22.0, 22.0, 19.0, 21.0, 24.0, 20.0, 28.0, 25.0, 30.0, 30.0, 25.0, 58.0, 24.0, 31.0, 29.0, 21.0, 24.0, 25.0, 19.0, 25.0, 19.0, 20.0, 30.0, 19.0, 18.0, 22.0, 20.0, 20.0, 23.0, 21.0, 22.0, 25.0, 19.0, 21.0, 18.0, 17.0, 19.0, 19.0, 20.0, 22.0, 20.0, 21.0, 19.0, 22.0, 20.0, 18.0, 29.0, 20.0, 18.0, 25.0, 20.0, 21.0, 20.0, 19.0, 19.0, 20.0, 18.0, 21.0, 19.0, 21.0, 23.0, 18.0, 20.0, 18.0, 18.0, 19.0, 19.0, 27.0, 19.0, 17.0, 22.0, 18.0, 20.0, 19.0, 20.0, 22.0, 19.0, 18.0, 19.0, 20.0, 24.0, 18.0, 19.0, 30.0, 21.0, 21.0, 30.0, 20.0, 20.0, 19.0, 21.0, 23.0, 18.0, 29.0, 27.0, 19.0, 19.0, 29.0, 20.0, 19.0, 18.0, 22.0, 22.0, 27.0, 25.0, 22.0, 20.0, 21.0, 20.0, 19.0, 22.0, 18.0, 18.0, 18.0, 21.0, 29.0, 24.0, 20.0, 20.0, 21.0, 19.0, 18.0, 23.0, 18.0, 21.0, 21.0, 27.0, 22.0, 18.0, 19.0, 21.0, 29.0, 18.0, 24.0, 19.0, 19.0, 22.0, 19.0, 19.0, 19.0, 19.0, 20.0, 19.0, 19.0, 18.0, 29.0, 22.0, 18.0, 21.0, 22.0, 20.0, 19.0, 27.0, 21.0, 20.0, 22.0, 22.0, 22.0, 19.0, 22.0, 19.0, 18.0, 19.0, 21.0, 22.0, 18.0, 19.0, 19.0, 22.0, 20.0, 19.0, 20.0, 19.0, 21.0, 21.0, 19.0, 22.0, 23.0, 20.0, 22.0, 21.0, 23.0]","[122.0, 101.0, 48.0, 62.0, 39.0, 67.0, 43.0, 45.0, 54.0, 52.0, 25.0, 46.0, 62.0, 37.0, 28.0, 44.0, 32.0, 28.0, 40.0, 28.0, 32.0, 25.0, 34.0, 21.0, 45.0, 42.0, 25.0, 39.0, 36.0, 36.0, 38.0, 21.0, 31.0, 25.0, 19.0, 26.0, 19.0, 26.0, 25.0, 20.0, 22.0, 21.0, 23.0, 25.0, 18.0, 22.0, 31.0, 30.0, 21.0, 19.0, 22.0, 26.0, 16.0, 16.0, 17.0, 21.0, 22.0, 17.0, 23.0, 19.0, 18.0, 18.0, 25.0, 17.0, 20.0, 18.0, 21.0, 34.0, 20.0, 21.0, 16.0, 18.0, 19.0, 23.0, 18.0, 21.0, 19.0, 18.0, 15.0, 17.0, 18.0, 34.0, 21.0, 27.0, 19.0, 19.0, 17.0, 19.0, 21.0, 16.0, 23.0, 28.0, 17.0, 20.0, 33.0, 19.0, 25.0, 20.0, 16.0, 22.0, 22.0, 32.0, 40.0, 22.0, 16.0, 25.0, 19.0, 18.0, 17.0, 15.0, 23.0, 16.0, 19.0, 34.0, 25.0, 21.0, 20.0, 28.0, 29.0, 31.0, 41.0, 25.0, 34.0, 24.0, 31.0, 18.0, 21.0, 27.0, 20.0, 20.0, 20.0, 26.0, 23.0, 18.0, 19.0, 18.0, 19.0, 22.0, 28.0, 18.0, 29.0, 21.0, 20.0, 16.0, 17.0, 16.0, 20.0, 25.0, 19.0, 22.0, 15.0, 20.0, 31.0, 16.0, 18.0, 16.0, 16.0, 19.0, 22.0, 20.0, 27.0, 28.0, 30.0, 18.0, 20.0, 16.0, 16.0, 21.0, 22.0, 24.0, 33.0, 23.0, 20.0, 29.0, 19.0, 20.0, 22.0, 24.0, 25.0, 30.0, 23.0, 30.0, 28.0, 29.0, 27.0, 17.0, 27.0, 25.0, 27.0, 21.0, 28.0, 31.0, 23.0, 28.0, 29.0, 37.0, 25.0, 26.0, 19.0]","[136361.0, 136361.0, 142294.0, 142917.0, 145065.0, 146287.0, 147351.0, 147607.0, 147679.0, 147813.0, 147879.0, 147991.0, 148083.0, 148249.0, 148345.0, 148419.0, 148481.0, 148597.0, 148661.0, 148753.0, 148805.0, 148879.0, 149031.0, 149091.0, 149249.0, 149315.0, 149443.0, 149505.0, 149601.0, 149741.0, 149827.0, 149905.0, 149997.0, 150091.0, 150177.0, 150265.0, 150355.0, 150501.0, 150565.0, 150747.0, 150811.0, 150959.0, 151023.0, 151135.0, 151211.0, 151325.0, 151397.0, 151507.0, 151603.0, 151729.0, 151819.0, 151955.0, 152029.0, 152123.0, 152291.0, 152375.0, 152587.0, 152655.0, 152803.0, 152849.0, 152939.0, 153039.0, 153129.0, 153239.0, 153325.0, 153423.0, 153489.0, 153587.0, 153683.0, 153753.0, 153841.0, 153913.0, 154033.0, 154109.0, 154203.0, 154275.0, 154391.0, 154485.0, 154561.0, 154645.0, 154737.0, 154825.0, 154885.0, 155231.0, 155273.0, 155551.0, 155607.0, 155785.0, 155845.0, 155991.0, 156049.0, 156213.0, 156303.0, 156433.0, 156501.0, 156647.0, 156697.0, 156797.0, 156893.0, 156977.0, 157073.0, 157169.0, 157279.0, 157357.0, 157433.0, 157547.0, 157669.0, 157723.0, 157875.0, 157935.0, 158115.0, 158183.0, 158329.0, 158395.0, 158471.0, 158559.0, 158685.0, 158759.0, 158881.0, 158957.0, 159133.0, 159221.0, 159311.0, 159407.0, 159537.0, 159625.0, 159747.0, 159831.0, 159951.0, 160031.0, 160117.0, 160267.0, 160335.0, 160473.0, 160559.0, 160677.0, 160751.0, 160887.0, 160975.0, 161117.0, 161181.0, 161295.0, 161373.0, 161455.0, 161591.0, 161657.0, 161809.0, 161871.0, 161981.0, 162053.0, 162199.0, 162301.0, 162395.0, 162503.0, 162585.0, 162657.0, 162791.0, 162909.0, 162999.0, 163101.0, 163191.0, 163319.0, 163395.0, 163509.0, 163607.0, 163737.0, 163833.0, 163941.0, 164053.0, 164139.0, 164223.0, 164333.0, 164437.0, 164509.0, 164587.0, 164675.0, 164769.0, 164835.0, 164949.0, 165007.0, 165127.0, 165213.0, 165297.0, 165381.0, 165501.0, 165569.0, 165671.0, 165755.0, 165883.0, 165957.0, 166055.0, 166127.0, 166259.0, 166337.0, 166501.0, 166589.0, 166699.0, 166799.0, 166945.0]"
