"Id","ComputationTime","CommunicationTime","fitnesses","crossoverTime","elitismTime","mutationTime","selectionTime","evaluationTime"
worker1,"[28.0, 23.0, 7.0, 10.0, 7.0, 6.0, 6.0, 8.0, 8.0, 5.0, 6.0, 7.0, 7.0, 6.0, 6.0, 5.0, 7.0, 5.0, 4.0, 8.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 11.0, 16.0, 6.0, 6.0, 6.0, 7.0, 3.0, 4.0, 4.0, 3.0, 6.0, 3.0, 5.0, 4.0, 5.0, 5.0, 9.0, 5.0, 6.0, 5.0, 4.0, 3.0, 6.0, 22.0, 4.0, 10.0, 4.0, 4.0, 6.0, 4.0, 4.0, 8.0, 6.0, 7.0, 7.0, 5.0, 14.0, 15.0, 13.0, 5.0, 4.0, 6.0, 5.0, 4.0, 4.0, 5.0, 4.0, 8.0, 5.0, 7.0, 4.0, 5.0, 4.0, 5.0, 5.0, 3.0, 2.0, 4.0, 8.0, 3.0, 19.0, 3.0, 4.0, 17.0, 4.0, 3.0, 3.0, 5.0, 2.0, 4.0, 4.0, 5.0, 2.0]","[49.0, 10.0, 28.0, 16.0, 12.0, 13.0, 17.0, 11.0, 13.0, 19.0, 24.0, 8.0, 8.0, 6.0, 12.0, 13.0, 10.0, 41.0, 11.0, 9.0, 11.0, 12.0, 8.0, 10.0, 15.0, 12.0, 8.0, 8.0, 7.0, 10.0, 8.0, 10.0, 9.0, 8.0, 6.0, 5.0, 5.0, 8.0, 7.0, 8.0, 8.0, 8.0, 7.0, 7.0, 6.0, 10.0, 7.0, 13.0, 8.0, 10.0, 8.0, 6.0, 10.0, 11.0, 17.0, 10.0, 14.0, 10.0, 13.0, 11.0, 15.0, 13.0, 10.0, 20.0, 8.0, 10.0, 11.0, 10.0, 9.0, 10.0, 8.0, 10.0, 9.0, 7.0, 5.0, 8.0, 8.0, 7.0, 10.0, 7.0, 7.0, 12.0, 8.0, 6.0, 9.0, 7.0, 6.0, 7.0, 6.0, 5.0, 9.0, 7.0, 6.0, 6.0, 5.0, 5.0, 6.0, 6.0, 8.0]","[324.0, 364.0, 403.0, 426.0, 435.0, 440.0, 456.0, 464.0, 478.0, 486.0, 496.0, 512.0, 528.0, 537.0, 545.0, 559.0, 568.0, 577.0, 591.0, 599.0, 610.0, 624.0, 635.0, 645.0, 662.0, 673.0, 681.0, 696.0, 712.0, 718.0, 727.0, 739.0, 750.0, 771.0, 779.0, 790.0, 801.0, 812.0, 823.0, 829.0, 840.0, 853.0, 868.0, 883.0, 894.0, 910.0, 919.0, 940.0, 949.0, 957.0, 973.0, 987.0, 994.0, 1006.0, 1028.0, 1031.0, 1042.0, 1054.0, 1067.0, 1075.0, 1086.0, 1098.0, 1106.0, 1115.0, 1123.0, 1134.0, 1149.0, 1159.0, 1176.0, 1180.0, 1188.0, 1196.0, 1204.0, 1219.0, 1233.0, 1241.0, 1258.0, 1269.0, 1281.0, 1295.0, 1309.0, 1318.0, 1326.0, 1340.0, 1349.0, 1358.0, 1372.0, 1380.0, 1391.0, 1406.0, 1414.0, 1431.0, 1448.0, 1456.0, 1467.0, 1484.0, 1489.0, 1497.0, 1513.0]","[18.0, 21.0, 4.0, 4.0, 4.0, 3.0, 5.0, 6.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 5.0, 3.0, 3.0, 5.0, 3.0, 4.0, 3.0, 3.0, 3.0, 3.0, 4.0, 15.0, 4.0, 2.0, 4.0, 3.0, 3.0, 3.0, 4.0, 2.0, 3.0, 2.0, 4.0, 3.0, 3.0, 3.0, 5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 18.0, 2.0, 9.0, 3.0, 2.0, 3.0, 2.0, 2.0, 5.0, 3.0, 5.0, 5.0, 3.0, 13.0, 4.0, 11.0, 4.0, 3.0, 5.0, 4.0, 3.0, 3.0, 4.0, 3.0, 6.0, 3.0, 6.0, 2.0, 4.0, 3.0, 3.0, 3.0, 2.0, 2.0, 3.0, 5.0, 2.0, 17.0, 3.0, 3.0, 3.0, 1.0, 3.0, 3.0, 2.0, 2.0, 1.0, 1.0, 5.0, 2.0]","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[5.0, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 9.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 12.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
worker2,"[30.0, 18.0, 14.0, 12.0, 9.0, 7.0, 9.0, 8.0, 8.0, 12.0, 11.0, 6.0, 4.0, 7.0, 7.0, 7.0, 5.0, 15.0, 20.0, 9.0, 5.0, 5.0, 6.0, 6.0, 6.0, 10.0, 8.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0, 4.0, 5.0, 3.0, 4.0, 3.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 3.0, 3.0, 3.0, 3.0, 6.0, 5.0, 6.0, 5.0, 6.0, 5.0, 5.0, 5.0, 4.0, 6.0, 7.0, 7.0, 6.0, 7.0, 15.0, 8.0, 5.0, 6.0, 6.0, 5.0, 6.0, 3.0, 7.0, 3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 2.0, 5.0, 4.0, 5.0, 4.0, 2.0, 4.0, 4.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0, 4.0, 2.0, 3.0, 2.0, 2.0, 3.0]","[31.0, 28.0, 15.0, 14.0, 13.0, 17.0, 12.0, 16.0, 17.0, 11.0, 17.0, 15.0, 12.0, 12.0, 11.0, 9.0, 15.0, 16.0, 11.0, 8.0, 15.0, 8.0, 10.0, 8.0, 10.0, 8.0, 11.0, 20.0, 14.0, 10.0, 14.0, 11.0, 8.0, 8.0, 9.0, 8.0, 5.0, 8.0, 9.0, 7.0, 8.0, 10.0, 12.0, 6.0, 9.0, 10.0, 9.0, 13.0, 11.0, 26.0, 9.0, 11.0, 9.0, 17.0, 9.0, 8.0, 11.0, 14.0, 14.0, 12.0, 20.0, 13.0, 18.0, 15.0, 11.0, 11.0, 11.0, 10.0, 11.0, 7.0, 10.0, 4.0, 10.0, 11.0, 8.0, 9.0, 8.0, 8.0, 10.0, 14.0, 8.0, 6.0, 6.0, 5.0, 14.0, 8.0, 20.0, 9.0, 8.0, 20.0, 12.0, 7.0, 7.0, 7.0, 5.0, 7.0, 7.0, 8.0, 6.0]","[327.0, 363.0, 403.0, 418.0, 432.0, 440.0, 448.0, 464.0, 472.0, 486.0, 496.0, 512.0, 528.0, 537.0, 545.0, 553.0, 568.0, 576.0, 585.0, 597.0, 607.0, 618.0, 631.0, 645.0, 653.0, 668.0, 681.0, 690.0, 704.0, 717.0, 727.0, 739.0, 747.0, 762.0, 779.0, 787.0, 798.0, 809.0, 817.0, 829.0, 837.0, 853.0, 868.0, 882.0, 891.0, 909.0, 918.0, 930.0, 946.0, 955.0, 966.0, 981.0, 992.0, 1004.0, 1023.0, 1031.0, 1039.0, 1053.0, 1061.0, 1075.0, 1084.0, 1092.0, 1106.0, 1115.0, 1123.0, 1131.0, 1143.0, 1157.0, 1167.0, 1177.0, 1188.0, 1196.0, 1201.0, 1216.0, 1231.0, 1239.0, 1255.0, 1266.0, 1275.0, 1290.0, 1309.0, 1318.0, 1324.0, 1338.0, 1349.0, 1357.0, 1367.0, 1378.0, 1389.0, 1401.0, 1413.0, 1430.0, 1448.0, 1456.0, 1467.0, 1480.0, 1489.0, 1497.0, 1508.0]","[23.0, 10.0, 6.0, 7.0, 6.0, 3.0, 5.0, 6.0, 4.0, 7.0, 7.0, 4.0, 2.0, 4.0, 4.0, 4.0, 3.0, 13.0, 3.0, 6.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 4.0, 3.0, 3.0, 2.0, 3.0, 3.0, 2.0, 4.0, 4.0, 4.0, 4.0, 5.0, 3.0, 4.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 14.0, 7.0, 3.0, 5.0, 4.0, 3.0, 4.0, 3.0, 5.0, 2.0, 4.0, 3.0, 3.0, 3.0, 4.0, 3.0, 2.0, 4.0, 3.0, 4.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 3.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[3.0, 6.0, 1.0, 2.0, 1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 15.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 4.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

